id,label
1,0.07872913884339135
2,0.06905778243841526
3,0.08237256792771762
4,0.029765669139529907
5,0.06657613326430638
6,0.029765669139529907
7,0.027133359096461983
8,0.21815719519730356
9,0.3045068323002117
10,0.027133359096461983
11,0.04627877506743867
12,0.11391305974035765
13,0.013233267481840765
14,0.04622740273967305
15,0.04654675404710344
16,0.11166052991726733
17,0.02544289668091012
18,0.641379908173512
19,0.026625813790178986
20,0.026625813790178986
21,0.017737965231203006
22,0.007573517833281697
23,0.028474743824001166
24,0.06432360344121606
25,0.08782162883020539
26,0.02544289668091012
27,0.09353957682131406
28,0.04622740273967305
29,0.029765669139529907
30,0.08237256792771762
31,0.06123535101735347
32,0.00616980993569701
33,0.04326370237999443
34,0.013233267481840765
35,0.031166435695064772
36,0.008806864559377937
37,0.03167398100134777
38,0.04348891656009719
39,0.062223939019886966
40,0.01380680810906112
41,0.03106451621860386
42,0.012540765295508348
43,0.012232492860601638
44,0.10614165815087943
45,0.1895199593066608
46,0.013233267481840765
47,0.024915681189684822
48,0.024915681189684822
49,0.05537128150574856
50,0.03560513812348964
51,0.059258149096260045
52,0.01380680810906112
53,0.01380680810906112
54,0.08592022718678335
55,0.05537128150574856
56,0.013233267481840765
57,0.03106451621860386
58,0.024915681189684822
59,0.013233267481840765
60,0.05537128150574856
61,0.10614165815087943
62,0.026625813790178986
63,0.05310864283952187
64,0.01334748646426372
65,0.05537128150574856
66,0.013233267481840765
67,0.053862713319051764
68,0.026625813790178986
69,0.06719582617169509
70,0.09579210664440438
71,0.027133359096461983
72,0.11166052991726733
73,0.03106451621860386
74,0.05537128150574856
75,0.027133359096461983
76,0.06719582617169509
77,0.013233267481840765
78,0.05930243862789043
79,0.06497814826491792
80,0.007084432452921745
81,0.027133359096461983
82,0.013233267481840765
83,0.08574961983590856
84,0.11391305974035765
85,0.06748346718995578
86,0.03106451621860386
87,0.009302110359698893
88,0.05537128150574856
89,0.05537128150574856
90,0.048121069295562924
91,0.05537128150574856
92,0.06719582617169509
93,0.059258149096260045
94,0.029765669139529907
95,0.05537128150574856
96,0.004875707437236064
97,0.03106451621860386
98,0.05059733754051476
99,0.047090547451544236
100,0.05537128150574856
101,0.05930243862789043
102,0.015210516006645802
103,0.05930243862789043
104,0.10313465980390094
105,0.06719582617169509
106,0.012232492860601638
107,0.06173441734121186
108,0.05537128150574856
109,0.07112698329383695
110,0.05537128150574856
111,0.05994561396150944
112,0.06905778243841526
113,0.06719582617169509
114,0.06970067573425212
115,0.05537128150574856
116,0.029765669139529907
117,0.0923087486663632
118,0.009302110359698893
119,0.03106451621860386
120,0.1002210400976817
121,0.05772812337943095
122,0.08592022718678335
123,0.008794565053415906
124,0.029765669139529907
125,0.05537128150574856
126,0.01380680810906112
127,0.2894201645036425
128,0.008806864559377937
129,0.05537128150574856
130,0.03106451621860386
131,0.05537128150574856
132,0.025631352775007648
133,0.05537128150574856
134,0.11391305974035765
135,0.06330873258967135
136,0.05537128150574856
137,0.009171986862026553
138,0.027133359096461983
139,0.03106451621860386
140,0.022326615451031262
141,0.06859953406927978
142,0.007084432452921745
143,0.026625813790178986
144,0.06657613326430638
145,0.05930243862789043
146,0.015174847198930648
147,0.05379696625728908
148,0.013233267481840765
149,0.6391338621255227
150,0.05379696625728908
151,0.03560513812348964
152,0.045516232203084754
153,0.2742941283959683
154,0.03106451621860386
155,0.03167398100134777
156,0.012232492860601638
157,0.027133359096461983
158,0.06719582617169509
159,0.01380680810906112
160,0.02117288394212039
161,0.05930243862789043
162,0.03106451621860386
163,0.07112698329383695
164,0.05537128150574856
165,0.03106451621860386
166,0.060832464344719527
167,0.06432360344121606
168,0.01380680810906112
169,0.059258149096260045
170,0.06719582617169509
171,0.08839649543173518
172,0.05930243862789043
173,0.22949848634445727
174,0.029765669139529907
175,0.01380680810906112
176,0.08592022718678335
177,0.05537128150574856
178,0.08732393508436805
179,0.05153432759106239
180,0.05153432759106239
181,0.045516232203084754
182,0.45651803649656497
183,0.041392036279803514
184,0.05916616515608447
185,0.041392036279803514
186,0.030278263140779662
187,0.05537128150574856
188,0.059763495334497596
189,0.030278263140779662
190,0.05537128150574856
191,0.04622740273967305
192,0.05916616515608447
193,0.05916616515608447
194,0.027133359096461983
195,0.029765669139529907
196,0.36652356748914616
197,0.028427461594922928
198,0.028427461594922928
199,0.030278263140779662
200,0.042966351528262996
201,0.08237256792771762
202,0.06523093736686546
203,0.05537128150574856
204,0.09579210664440438
205,0.05537128150574856
206,0.06905778243841526
207,0.03296808349980872
208,0.08237256792771762
209,0.04928179776797207
210,0.06523093736686546
211,0.028427461594922928
212,0.028427461594922928
213,0.10614165815087943
214,0.08237256792771762
215,0.11391305974035765
216,0.04928179776797207
217,0.057580879062203286
218,0.057005619273169716
219,0.10614165815087943
220,0.06748346718995578
221,0.06748346718995578
222,0.11391305974035765
223,0.05153432759106239
224,0.059763495334497596
225,0.05153432759106239
226,0.06523093736686546
227,0.06523093736686546
228,0.07685369616132973
229,0.06748346718995578
230,0.05537128150574856
231,0.05537128150574856
232,0.3462199981208986
233,0.034306291044415696
234,0.03588092841814601
235,0.03588092841814601
236,0.03588092841814601
237,0.027133359096461983
238,0.029765669139529907
239,0.027133359096461983
240,0.027133359096461983
241,0.029765669139529907
242,0.029765669139529907
243,0.029765669139529907
244,0.029765669139529907
245,0.029765669139529907
246,0.029765669139529907
247,0.1222302951111178
248,0.08991600367716891
249,0.04243880660594782
250,0.8861752321340569
251,0.6099788570365633
252,0.017521682061548326
253,0.2838570609590166
254,0.47363144497483817
255,0.15857333077337074
256,0.7268776273196135
